mol_id,total_atoms,stable_ratio,exp_id,dummy_atoms,samples,silvr,comment,crude_rmsd,is_fragmented,qed,sa,smiles,auto3d_rmsd
mol_2023_02_23_1329110_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",6.080518660552218,False,0.3371282388978002,8.297175938352982,[H]/C(OC([H])([H])[H])=C(\[H])C(=S)C1([H])NN([H])C([H])([H])C([H])([H])S/C([H])=N/C([H])(C([H])([H])[H])C([H])([H])NN1[H],1.3796213410907547
mol_2023_02_23_1331510_000,31,0.6774193548387096,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.428874942158004,False,0.7432073150992358,7.938780820257406,[H]C1=C(C2([H])C([H])([H])C2([H])[H])C([H])=C(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N=N1,1.0683154025456598
mol_2023_02_23_1532031_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.095917890679691,True,0.4638133919364045,,[H]C1=N[N+]([H])=[N+](C([H])([H])[H])C1=O.[H]N1N([N-]C(=S)OC([H])([H])[H])C([H])([H])SC1([H])C([H])([H])[H],
mol_2023_02_23_1510412_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.664406181619231,False,0.7671953170385639,7.540191220214043,[H]C1=C([H])C([H])([H])C([H])=C1C([H])([H])N([H])[C@]1([H])C([H])(C(=O)C([H])([H])[H])NC(Cl)=C([H])C([H])([H])C1([H])[H],1.6179581225524167
mol_2023_02_23_1321143_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.031794973185519,True,0.609469597591309,,[H]C([H])=C([H])C([H])([H])NC([H])([H])[H].[H]c1c([H])c([H])c(NC2([H])SC([H])(N([H])[H])N2[H])c([H])c1[H],
mol_2023_02_23_1401170_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.39155383629869,True,0.5324511064747929,,[H]N([H])[H].[H]c1nc(C([H])([H])C([H])(NC([H])([H])C([H])([H])C([H])([H])[H])C2([H])NC2([H])C([H])([H])N([H])[H])sc1[H],
mol_2023_02_23_1317051_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.38305043201588,True,0.2236392816930147,,[H]N(C(=O)S)N([H])C([H])([H])C([H])([H])[H].[H]N/C(=C(/[H])C([H])([H])O[H])C([H])([H])/C([H])=C(/[H])ON([H])[H],
mol_2023_02_23_1516441_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.817219467474279,False,0.6508831035825362,7.958702662900143,[H]C1=C(NC(=O)C([H])([H])C([H])([H])[H])C([H])(NC(=S)C([H])([H])C(=O)N([H])[H])C([H])([H])SC([H])([H])C1([H])[H],1.5384166693260535
mol_2023_02_23_1358402_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.653992611096727,False,0.4422536835542478,5.904391869302419,[H]OC(=O)[C@@]([H])(SC([H])([H])[H])C1([H])NN1C(=O)NNC1=C([H])[S@](Cl)(C([H])([H])[H])C([H])=C1[H],2.1238894782207116
mol_2023_02_23_1500193_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.377226053872751,False,0.7330705751933678,7.780299761386234,[H]N/C(C(=O)N([H])C1([H])Sc2c([H])c([H])c([H])c([H])c2NC1([H])C([H])([H])[H])=C(/[H])C(F)(F)F,1.9629647764112814
mol_2023_02_23_1546370_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.359976525922607,False,0.6277982798371866,7.6416844315343875,[H]C1=C(C([H])(C#N)C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])OO)S[C@]([H])(F)O1,1.355225512873947
mol_2023_02_23_1335511_000,31,0.5483870967741935,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.246033760532618,True,0.4367643603132166,,[H]C(=O)/C([H])=C(/[H])C1([H])C([H])([H])C1([H])[H].[H]C1([H])NS1(=O)=O.[H]N1C(=O)C1([H])C([H])([H])SC(F)(F)F,
mol_2023_02_23_1346330_000,31,0.935483870967742,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.573381302682858,False,0.4152109207571269,7.708425514565384,[H]/C(=[N+](/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC1([H])SC([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],1.6146901548147607
mol_2023_02_23_1314542_000,31,0.6451612903225806,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.0394397007049925,False,0.2014220641803973,4.756036402604412,[H]C1=C=C(C#N)N[C@]2(Br)N([H])C([H])([H])N2C([H])([H])N([H])C(=S)/N=C(\[H])NC(=S)/C([H])=C\1[H],1.951100565301016
mol_2023_02_23_1357381_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.789329940941511,False,0.2112399489003745,6.076075592292776,[H]N=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N(NC([H])=O)C([H])([H])[H],2.311948417611012
mol_2023_02_23_1419083_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.30468496190584,False,0.1913809644669479,7.759687717273927,[H]/C(C#[S+])=N/C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])(OC([H])([H])/N=C(/[H])[N-]C([H])([H])N1OC1([H])[H])C([H])(F)F,1.4981638946557945
mol_2023_02_23_1341432_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.741533302227273,True,0.5752462137488801,,[H]C1=C([H])C([H])([H])C([H])=C1C([H])(C1=NN1)C([H])([H])[H].[H]c1c([H])c(NN=N)c([H])c([H])c1Cl,
mol_2023_02_23_1341120_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.947688457103893,False,0.5928993299983591,6.771627252945976,[H]OC(=O)N([H])[C@@]([H])(OC([H])([H])C([H])([H])[H])[C@@]([H])(O[H])N([H])c1c([H])c([H])c(Cl)c([H])c1[H],1.8207720291018075
mol_2023_02_23_1355292_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.07669625952293,False,0.360882975784117,7.556969997617686,[H]OC1([H])N([H])C(=O)N([H])[C@@]2([H])C([H])(C([H])([H])[H])NC(=S)C([H])(/N=C(\[H])C([H])([H])F)SC(=N)C12[H],1.7590209103452679
mol_2023_02_23_1435533_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.656434883021435,,,,,
mol_2023_02_23_1514173_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.414930114890483,False,0.4429376643789208,7.9357535128346175,[H]ON([H])C(=O)N([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C(=O)c1c([H])c([H])c([H])c([H])c1Cl,1.812153708202226
mol_2023_02_23_1442120_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.986570057348263,False,0.3632805644749301,7.563579765479821,[H]O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])SC([H])([H])NNC(=O)C([H])([H])C([H])([H])C([H])([H])[H],1.676534260078036
mol_2023_02_23_1450550_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.7480706712774445,False,0.5247998088852652,7.428367511626706,[H]C(=O)/C(C(=O)C([H])([H])C([H])([H])[H])=[N+](\[H])c1c([H])c([H])c2c([H])c([H])c([H])c-2c([H])c1Cl,0.840292667751958
mol_2023_02_23_1351140_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.336197985828926,False,0.3420038207025903,7.16368466935646,[H]OC([H])(C(=O)[C@@]1([H])N(C(=O)C([H])(C([H])([H])NO)C([H])([H])C2=C([H])C([H])=C2Cl)C1([H])[H])C([H])=C([H])[H],2.468680440281386
mol_2023_02_23_1505410_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.030726667885928,False,0.6870312122444475,7.911083294174141,[H]OC1=C([H])C([H])([H])C2(C([H])([H])C([H])=C([H])C([H])=C([H])C2([H])[H])C([H])(O[H])C2=C1N=C([H])C2([H])[H],0.792332623923191
mol_2023_02_23_1543560_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.20963379619224,False,0.720232495267995,6.930266810046996,[H]c1nc([H])c([C@]([H])(N(C(=O)C([H])([H])[C@@]2([H])OC2([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],1.735292608917955
mol_2023_02_23_1354501_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.621974752339056,True,0.7372665241749949,,[H]N(C(=S)C([H])(C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H].[H]OC1([H])C([H])=C([H])C([H])=C1[H],
mol_2023_02_23_1423250_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.3492186783968325,False,0.5903401303036129,7.826594344043278,[H]OC([H])(C([H])(C1=NONC(SC([H])([H])[H])=NC1([H])[H])N([H])[H])C12N(C([H])=C([H])C1([H])[H])C2([H])[H],1.3954116896480562
mol_2023_02_23_1338310_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.969576786223319,False,0.3213571103647789,7.430036912306347,[H]N([H])C(=O)C([H])(N([H])C#N)N1C(=O)[C@]1([H])C([H])([H])N1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],1.1699690321627663
mol_2023_02_23_1305250_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.2002830936493485,True,0.5537405161305576,,[H]C1([H])O[C@]2([H])O[C@]2([H])C([H])([H])C1([H])[H].[H]N1[C@]([H])(NC([H])([H])[H])[C@]1(C(=O)O)C([H])([H])[H],
mol_2023_02_23_1452141_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.53911947695733,False,0.3709391097959728,8.44842732000803,[H]N1C(=S)N2NNC([H])([H])C(=O)N([H])C([H])([H])SC([H])([H])C([H])([H])C([H])([H])C1=NC2([H])C([H])([H])N([H])[H],2.265640074225089
mol_2023_02_23_1504101_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.827115358917029,True,0.3085683513240705,,[H]C([H])([H])C([H])([H])[H].[H]OC([H])(ON([H])[H])/C(=[N+](\[H])C(=O)N1[N-]N=C([H])N=C1[H])C([H])([H])[H],
mol_2023_02_23_1413292_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.377504709102662,False,0.6735916561124711,7.894435979700084,[H]c1c([H])c(C2([H])C(=O)C([H])([H])S[C@](O)(OC([H])([H])[H])N2[H])c([H])c([H])c1C(=O)N([H])[H],1.624348179875316
mol_2023_02_23_1337593_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.256462729119502,True,0.6912831157354953,,[H]C1=C([H])C([H])([H])C([H])=C1[H].[H]OC([H])([H])C1=C([H])C([H])([H])C([H])=C([H])C([H])=C1C([H])([H])[H],
mol_2023_02_23_1511511_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.676176264718163,False,0.775003741459636,6.440478418081272,[H]c1nc([H])c([H])c(C(=O)N([H])[C@]2(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C2([H])Cl)c1[H],1.2636862327033618
mol_2023_02_23_1349551_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.4842752096901375,False,0.5014751153387664,7.767177633828116,[H]C1=C([H])C(C([H])([H])[H])=C([H])C([H])([H])N=C1[C@@]([H])(N([H])c1nnc([H])c([H])c1[H])[N+](=O)[O-],1.8124183002024832
mol_2023_02_23_1402542_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.223896242010945,False,0.1593749277019168,7.695348507197265,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])(NNN/C([H])=C(/[H])C([H])([H])[H])N1C(=O)C1([H])C([H])([H])N([H])O,1.877694633912793
mol_2023_02_23_1337581_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",6.441008005188746,True,0.1980687327806967,,[H]N(C([H])([H])O)C([H])([H])C([H])([H])[H].[H]NC(=S)C([H])([H])C(=C=C([H])C([H])([H])C([H])([H])N([H])[H])O[H],
mol_2023_02_23_1559332_000,31,0.6451612903225806,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.606213059980084,True,0.8703826575054756,,[H]/C(C1=C(N(C(=O)O)C([H])([H])[H])O1)=C(\[H])C([H])([H])[H].[H]c1nc(N([H])[H])c(Cl)c([H])c1[H],
mol_2023_02_23_1417432_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.553704264154965,True,0.6643303721605297,,[H]C([H])([H])[H].[H]OC([H])(C(=O)C(=O)N([H])C(=O)O)C([H])([H])C([H])([H])c1c([H])nc([H])c([H])c1[H],
mol_2023_02_23_1349093_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.388084465650404,True,0.2106342596835311,,[H]C([H])([H])C([H])([H])O.[H]NC([H])([H])C([H])([H])N([H])NNC([H])([H])[H].[H]OC1([H])OC(=O)N([H])C1([H])[H],
mol_2023_02_23_1325582_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.209206105548393,False,0.1534517238887901,7.653290727251465,[H]C(=C=C([H])N1C([H])(O[C@]([H])(Cl)N([H])[H])C([H])([H])C12C([H])([H])C([H])=C([H])C2([H])[H])OS(O)(O)O,2.7350170696831113
mol_2023_02_23_1508221_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.242674806267807,False,0.7279469681817685,7.470483979728614,[H]C1=NC([H])([H])C2([H])C([H])([H])C([H])=C(C(=O)C3=C([H])C([H])([H])C([H])=C3[H])C2([H])C([H])=C1C([H])([H])[H],1.383759979607233
mol_2023_02_23_1420071_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.363113071393747,False,0.6604686508096459,8.051385180456023,[H]C1=C2/C([H])=C3/C(=O)N([H])N=C3OC([H])([H])C([H])(Cl)C([H])([H])C([H])([H])NC([H])([H])C1=C([H])C2([H])[H],0.5313845108739179
mol_2023_02_23_1551590_000,31,0.967741935483871,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.428905740326754,False,0.5409204811931208,7.744058306186112,[H]N1N=C(C([H])([H])C2([H])OC([H])([H])C([H])(N([H])[H])C([H])([H])O2)NN1C([H])([H])C(=O)C([H])([H])[H],1.191358151741989
mol_2023_02_23_1604061_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.352969691139689,False,0.7066292268076072,7.789546634296484,[H]C1=N\N(C([H])([H])N([H])C([H])([H])[H])N/C(C([H])(N([H])[H])C([H])([H])[H])=N\C([H])([H])SC([H])([H])/C([H])=C\1Cl,2.1119084959781245
mol_2023_02_23_1436511_000,31,0.6774193548387096,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.241698045654297,True,0.4629345032347103,,[H]/C(C([N-2])=N)=C(/SC([H])([H])C([H])([H])[H])C([H])([H])[H].[H]C([H])([H])C(=O)O.[H]C([H])([H])[C@@]1([H])OC1([H])[H],
mol_2023_02_23_1537193_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.47660502267845,False,0.4129979489783187,7.44801365401126,[H]OC([H])([H])N(C(=O)C1([H])NN/C([H])=N\C([H])=C(\[H])C1([H])[H])N1C([H])([H])[C@]1([H])OC([H])([H])[H],1.6628911166319096
mol_2023_02_23_1525471_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.366007647949093,False,0.3314681999433407,7.881562789013886,[H]N([H])C([H])(N1C(=O)N1C(=O)C([H])(OC([H])([H])[H])[N+]([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],1.7903935672164555
mol_2023_02_23_1529500_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.518912563525087,False,0.3901981691594329,7.837527649274517,[H]C1=NC([H])=C([H])C2=C3C(=O)[N+](C(=O)[N-]/C([H])=C(/[H])C(=O)N([H])[H])=[N+]([H])C3=NN([H])C12[H],1.165021708547581
mol_2023_02_23_1355150_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.359870808537006,False,0.7070724283925065,7.810832704456434,[H]/C(SC([H])(C(=O)N(c1[nH]c([H])c([H])c1[H])N([H])O)c1c([H])nc([H])nc1[H])=C(/[H])C([H])([H])[H],2.43267513326562
mol_2023_02_23_1558410_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.665781699164451,False,0.7889632378731386,5.170211903792341,[H]c1c([H])c([H])c(C([H])([H])C2([H])N([H])Nc3c([H])c([H])c(Cl)c([H])c3[C@@]2([H])O)c([H])c1[H],1.4727419716990395
mol_2023_02_23_1321571_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.965109590535543,False,0.4049194206152814,8.015605095915097,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C1([H])[H])C([H])([H])[C@@]2([H])NNN([H])C(=S)C(=O)C([H])([H])[H],1.6408944689548022
mol_2023_02_23_1344163_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.454127525600618,True,0.5469833030136451,,[H]C1([H])OC(=O)C([H])([H])C1([H])[H].[H]C1=C2NC2=NC(C([H])([H])[H])=C([H])C1([H])OC([H])([H])[H],
mol_2023_02_23_1602030_000,31,0.8709677419354839,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.096407853902124,False,0.722066707092115,6.227567830793629,[H]c1c([H])c([H])c(OC([H])([H])S(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],1.8595026733306805
mol_2023_02_23_1440110_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.265064212353908,False,0.7656478144715534,7.220398520058444,[H]C1=NC([H])([H])C([H])=C(NC([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C(Cl)=C1[H],1.4829979107643794
mol_2023_02_23_1404303_000,31,0.967741935483871,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.918575676593983,False,0.7887329842811952,7.307491764020767,[H]c1[nH]c(C([H])(NC([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1Cl,1.4859022042064913
mol_2023_02_23_1527111_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.886754983179263,False,0.2577687619356335,7.260504073385178,[H]C1=C=C([H])[C@@]2(/C([H])=N/C(=O)C3=C4C(=O)C([H])([H])C(=O)N4C([H])([H])N3[H])ON2NC1=O,1.1898396078670745
mol_2023_02_23_1317550_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.882980712457589,True,0.3938704360141677,,[H]N([H])[C@@]1([H])N([H])C([H])([H])C([H])([H])C1([H])[H].[H]N1C(=O)C([H])([H])NC([H])([H])C([H])([H])C1([H])[H],
mol_2023_02_23_1457592_000,31,0.7419354838709677,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.0321105168836135,True,0.4865657833737279,,[H]C1([H])N([C@@]([H])(Cl)C2([H])C([H])([H])C2([H])[H])C1([H])[H].[H]C1=C([H])C([H])([H])C([H])(C([H])([H])C(=O)O)S1,
mol_2023_02_23_1336363_000,31,0.8387096774193549,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",6.000104499992332,False,0.8461042501414265,7.094058248268465,[H]C1=C(C([H])([H])[H])OC([H])([H])C([H])(/N=C(\[H])C([H])([H])/C([H])=[N+](/[H])c2sc(Cl)c([H])c2[H])C1([H])[H],1.3248370660668407
mol_2023_02_23_1314002_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.304361313624742,True,0.7632032713338197,,[H]OS(O)(O)C([H])([H])C([H])([H])[H].[H]c1nc([H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],
mol_2023_02_23_1351563_000,31,0.9032258064516128,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.414279293998494,False,0.3997596945403929,8.07537237600826,[H]N1C(=O)C([H])(C([H])([H])N([H])[H])C(=O)NC([H])([H])C([H])([H])C2(N([H])C1([H])[H])C([H])([H])C2([H])[H],1.4576072016260129
mol_2023_02_23_1547170_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.261662948809389,False,0.182866719314778,8.2283432621493,[H]N=C([N-]C(N([H])[H])=[N+]([H])[H])/C(=[N+](\[H])C#N)C1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])[H],1.8645829271683743
mol_2023_02_23_1407082_000,31,0.7096774193548387,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.522441402339106,False,0.4371471182680909,7.494535320099615,[H]C1=NC([H])([H])N(C([H])(N(C#N)C([H])([H])[H])C([H])([H])[H])C([H])([H])/C1=N\OC([H])([H])C1([H])SC([H])([H])N1[H],1.6012917777787714
mol_2023_02_23_1426460_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.042807523903781,False,0.550290287275971,4.840866120657893,[H]C1=NN(O)C(=O)SC2=C1NC([H])(C([H])([H])C([H])([H])C([H])([H])[H])N([H])C([H])([H])N([H])C2([H])[H],1.4764728288284932
mol_2023_02_23_1501400_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.362914060617181,False,0.1531154277781993,7.889061307637077,[H]N(NC([H])(C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(Br)C([H])([H])C([H])([H])[H])[C@@]([H])(O)N([H])C([H])([H])O,2.1864025119843182
mol_2023_02_23_1538172_000,31,0.7741935483870968,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",5.542716271586029,False,0.6175799967469987,7.160536165472859,[H]C1=C([H])C([H])([H])C(C(=O)C(=O)C([H])([H])Oc2c([H])c([H])c(Br)c([H])c2[H])=C([H])C1([H])[H],2.4811406135440035
mol_2023_02_23_1602442_000,31,0.8064516129032258,exp_22,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0",4.9942303823832646,False,0.51212516214909,8.386830231952192,[H]NC([H])([H])C([H])([H])C([H])([H])C1([H])NC2=NC([H])(C([H])([H])[H])C([H])=C([H])C2([H])C1([H])C([H])(N([H])[H])C([H])([H])Cl,1.3168023029859015
