exp_id,mol_id,smiles
exp_1,mol_2023_02_04_2128062_000,[H]OC([H])([H])[C@]1([H])N(C([H])([H])N[C@]([H])(SC([H])([H])[C@]2([H])OC2=O)[C@]([H])(O[H])OC([H])([H])[H])C(=O)C1([H])[H]
exp_1,mol_2023_02_04_2335190_000,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C(=O)[S@@]1(O)N([H])C([H])(N([H])[H])N[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(N1[H])C2([H])[H]
exp_1,mol_2023_02_05_0057422_000,[H]O[C@@](C([H])([H])[H])(C([H])([H])OC([H])([H])C([H])([H])[H])[C@@](N([H])[H])(N([H])C([H])([H])N([H])N([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_1910313_000,[H]OC([H])([H])C(=O)N([H])C([H])([H])N([H])[C@]1([H])C([H])([H])NC([H])([H])C([H])([H])[C@@]2([H])O[C@@]2(C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2310303_000,[H]OC([H])([H])N([H])[C@]1([H])C([H])([H])C([H])([H])[N@@+]2(N([H])[C@]([H])(C3([H])C([H])([H])C3([H])[H])C2([H])[H])C([H])([H])C1([H])[H]
exp_1,mol_2023_02_04_2254551_000,[H]N=C(Br)N([H])C(=O)OC([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])SC1([H])C([H])([H])/C([H])=[N+](\[H])C(=O)C([H])([H])[H]
exp_1,mol_2023_02_04_2203060_000,[H]c1nc([H])c(N2[C@@]([H])(N([H])[H])C([H])([H])NC([H])([H])[C@]23N2C([H])([H])C([H])([H])C([H])([H])[C@]23O)c(C([H])([H])[H])c1[H]
exp_1,mol_2023_02_04_2132111_000,[H][N-]/C([H])=C1/N([H])C([H])=C([H])[N-]C1([H])C([H])([H])C(NC(=O)[C@]([H])(/[N+]([H])=C(\[H])C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H]
exp_1,mol_2023_02_04_2204553_000,[H]OC([H])([H])C([H])([H])N1C2=C(NNC([H])([H])[C@@]3([H])O[C@]13C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])=C([H])C2([H])[H]
exp_1,mol_2023_02_05_0047202_000,[H]NC(=O)C([H])([N-]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C([H])([H])C#[S+])NC([H])([H])[H]
exp_1,mol_2023_02_04_2355533_000,[H]C1=C2N([H])C3([H])C([H])([H])C(Cl)=C([H])[C@@]3([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])=C1C#N
exp_1,mol_2023_02_04_2240191_000,[H]OC([H])(N(C([H])([H])[H])C([H])([H])OC(=O)C1([H])N2C([H])([H])[C@]([H])(C([H])([H])[H])C([H])(C#N)C([H])([H])[C@@]21[H])C([H])([H])[H]
exp_1,mol_2023_02_04_2214361_000,[H]C1([H])OOC([H])([H])[C@]([H])(C([H])([H])[H])NC([H])([H])C(=O)C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])S1
exp_1,mol_2023_02_04_2200023_000,[H]Nc1c([H])c([H])c([H])c(C([H])([H])[C@@]2([H])C(=O)N(C3=C(C([H])([H])[H])OC([H])([H])C([H])=C3[H])C2([H])[H])c1[H]
exp_1,mol_2023_02_04_2349363_000,[H]C1=C([H])C([H])(N(C#N)[C@]2([H])N([H])C([H])([H])[C@]([H])(C3([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])=C1[H]
exp_1,mol_2023_02_04_2303140_000,[H]OC([H])([H])N1C(=O)c2c([H])c([H])c([H])c([H])c2N([H])N([H])C([H])([H])C(=O)C([H])([H])OC([H])([H])C1([H])[H]
exp_1,mol_2023_02_05_0006050_000,[H]OC1([H])N2[C@]([H])(C([H])([H])N([H])[H])C([H])([H])N3O/C3=N/C(=C([H])[H])N([H])/N=C(/[H])C([H])([H])[C@@]21C([H])([H])[H]
exp_1,mol_2023_02_04_2351561_000,[H]N(C([H])([H])[H])C1([H])NC(=O)N(C([H])([H])[H])NNC([H])(C([H])([H])C([H])([H])[H])[C@@]2(N(O)C2([H])[H])C1([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_05_0000171_000,[H]OC(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])[C@]1([H])N([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_05_0110502_000,[H]c1c([H])c([H])c([C@@]2([H])[C@@]([H])(C([H])([H])[H])[N@@+]2(C([H])([H])[H])[C@]2([O-])C([H])([H])[C@]2([H])N([H])C([H])([H])[H])c([H])c1[H]
exp_1,mol_2023_02_04_1910311_000,[H]O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(O[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2127242_000,[H]N([H])/C1=C2\C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])O1
exp_1,mol_2023_02_05_0052102_000,[H]C1=C(OC([H])([H])[H])N2C([H])(N=C(N([H])OC([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])=C1[H]
exp_1,mol_2023_02_04_2227491_000,[H][N-]C([H])([H])C([H])([H])[N@+]12OC([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])O[C@@]1([H])C([H])([H])C2([H])[H]
exp_1,mol_2023_02_04_2208372_000,[H]C1=C2C1([H])C(=O)N([H])NC([H])([H])[C@@]1([C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])NC(=O)S)C([H])([H])[C@@]1([H])C2([H])[H]
exp_1,mol_2023_02_04_2301521_000,[H]c1nc2c(c([H])c1[H])C([H])(N(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(OC([H])([H])[H])[C@@]1([H])NO1)C(=O)OC2([H])[H]
exp_1,mol_2023_02_05_0001401_000,[H]OC(=O)C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])N([H])C([H])([H])N(C(=O)c2nc([H])c([H])c([H])c2[H])C1([H])[H]
exp_1,mol_2023_02_04_2330221_000,[H]C(=C=C(/[N+]([H])=C(\[H])C([H])([H])[H])[C@@]1([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C#N
exp_1,mol_2023_02_04_2332281_000,[H]NC1([H])C(=O)N=C([H])C([H])([H])C1([H])C(=O)NN([H])[C@@]([H])(C([H])([H])O)C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
exp_1,mol_2023_02_04_2351413_000,[H]C1=C2N(C([H])([H])NC(=O)C1([H])OC([H])([H])[H])[C@]1(C([H])([H])C2([H])C#N)C([H])([H])[C@@]1(OC([H])([H])[H])OC([H])([H])[H]
exp_1,mol_2023_02_04_2246043_000,[H]C1=C(N([H])[H])C2([H])N(N(C(=O)C([H])([H])[H])C1=O)C([H])([H])[C@]([H])(C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])N2[H]
exp_1,mol_2023_02_04_2209060_000,[H]C1=C([H])C([H])([H])N([H])C([C@]2([H])O[C@@]2([H])N2C([H])([H])N(N([H])S)C(=O)C([H])([H])[C@@]2([H])[C@]([H])(O)C([H])([H])[H])=C1[H]
exp_1,mol_2023_02_04_2335572_000,[H]/C(=C(/[H])C([H])([H])[C@]([H])(N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2126003_000,[H]OC([H])(C(=O)N([H])[C@]1([H])O[C@]1(C([H])([H])[H])C([H])([H])OC([H])([H])[H])C1=C([H])C([H])([H])N2OC([H])([H])N([H])C2=N1
exp_1,mol_2023_02_04_2317101_000,[H]ON([H])C([H])(C([H])(Cl)N([H])[H])[C@@]1(N(O[H])C(=O)N([H])C([H])([H])C(=O)C([H])([H])[H])C([H])([H])O[C@]1([H])N([H])[H]
exp_1,mol_2023_02_04_2301142_000,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N(C([H])([H])C([H])=O)C([H])(C([H])([H])C([H])([H])[H])N=C1[N-2]
exp_1,mol_2023_02_05_0012471_000,[H]/C(F)=C1\C(=O)C(Cl)=NC([H])([H])C1([H])C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)C([H])(C#N)C(=O)NC([H])([H])[H]
exp_1,mol_2023_02_04_2312181_000,[H]C(=C=C1C(=O)N2C([H])([H])C([H])([H])[C@]3([H])OO[C@@]45N(C1=C([H])N([H])C4([H])N([H])[H])N5[C@]3([H])C2([H])[H])C([H])([H])Cl
exp_1,mol_2023_02_04_2225503_000,[H]N(C([H])([H])[H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])N([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_05_0009382_000,[H]C([H])([H])C1(C([H])([H])[H])OC(=O)[C@]([H])(C([H])([H])C([H])([H])[H])[C@]2([H])C(=O)[N@+]2(C([H])([H])[C@@]2([H])OC2([H])[H])O1
exp_1,mol_2023_02_04_2241533_000,[H]OO/C(=C(/OC([H])([H])[H])N([H])N([H])C([H])([H])C([H])([H])C(=O)C([H])([H])N([H])[C@]1([H])OC1([H])[H])C([H])([H])[H]
exp_1,mol_2023_02_04_2156323_000,[H]OC([H])([H])NC([H])(NC1=NNOC1([H])NC([H])([H])C(=O)C(=O)[C@]1([H])C([H])=C([H])C([H])([H])C([H])([H])N1C([H])([H])[H])O[H]
exp_1,mol_2023_02_04_2216463_000,[H]C1=NC([H])=C([H])N2C1([H])OC([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]
exp_1,mol_2023_02_04_2232492_000,[H]C(=O)OC([H])([H])N1C(=O)N([H])C(=O)C([H])(N([H])C([H])([H])[H])C(=O)/C([H])=C(/[H])C([H])(C(=O)C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_05_0030442_000,[H]OC([H])(N([H])N([H])[C@@]([H])(OC([H])([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C1=c2nnoc2=C(Cl)C1([H])[H])C([H])([H])[H]
exp_1,mol_2023_02_04_2214562_000,[H]C1=C([H])C(=C(N2C([H])([H])C2([H])[H])[C@@]([H])(ON(C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])N([H])[H])C([H])=C1[H]
exp_1,mol_2023_02_04_2225080_000,[H]O[C@@]1([H])N(C([H])([H])c2c([H])c(Cl)c([H])c3c2C3([H])C([H])=O)OC(=O)[C@@]2([H])OC([H])([H])C(=C([H])[H])[C@]21[H]
exp_1,mol_2023_02_05_0000440_000,[H]C1=NSC([H])(C([H])(C([H])([H])[H])C([H])([H])/C(=N/C2([H])N([H])N(C([H])([H])[H])C2([H])C([H])([H])C([H])=C([H])[H])NN([H])O)N=C1[H]
exp_1,mol_2023_02_05_0046382_000,[H]OC(=O)C([H])([H])C([H])([H])/C(=C(\[H])NC([H])([H])[H])N(N([H])/N=N/C([H])([H])C([H])([H])/N=C(/[H])C([H])([H])F)C([H])(C([H])=S)C([H])([H])[H]
exp_1,mol_2023_02_04_2250031_000,[H]OC([H])([H])/C([H])=C1\C2([H])C([H])([H])N([H])C([H])([H])[C@@]3([H])ON[C@]([H])(C(=O)C3([H])[H])C([H])([H])[C@]1([H])C([H])([H])C2([H])[H]
exp_1,mol_2023_02_04_2356430_000,[H]OC([H])([H])C(=O)N([H])[C@@]1([H])[C@@](N([H])[H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@]1([H])OC([H])([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2231171_000,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(N1C([H])([H])C1([H])N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2148101_000,[H]C1=C([H])N(N([H])C([H])([H])C([H])([H])N([H])c2c([H])c([H])c([H])c3c(Cl)c([H])c([H])c([H])c23)C([H])([H])O1
exp_1,mol_2023_02_04_2331180_000,[H]C1=C(C([H])([H])C(=O)C([H])([H])C([H])([H])NN([H])C(=O)N([H])C2([H])C([H])([H])[C@@]2([H])C([H])([H])C(=O)O)C([H])([H])N([H])S1
exp_1,mol_2023_02_04_2358403_000,[H]c1c([H])c([H])c(C([H])([H])N2N([H])[C@@]3([H])N([H])C([H])([H])C([H])([H])N(C2([H])[H])C([H])([H])C3([H])[H])c(Cl)c1[H]
exp_1,mol_2023_02_04_2236091_000,[H]C1=C(NN2N([H])C2([H])[H])C(N(NC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H])=C([H])C1([H])[H]
exp_1,mol_2023_02_04_2143181_000,[H]C1=C(N([H])C([H])([H])N2C([H])([H])N([H])C([H])([H])N([H])C(=O)C([H])([H])[C@@]([H])(O)C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
exp_1,mol_2023_02_04_2146362_000,[H]C1=C([H])SC([H])(/C(=[N+](\[H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])O)C([H])([H])[H])C([H])([H])[H])[N-]1
exp_1,mol_2023_02_05_0026352_000,[H]NC([H])([H])/C([H])=C1/N([H])N([H])C([H])(O[H])N([H])N1[N@@+]1([H])[C@@]2([H])OC([H])([H])C([H])([H])[C@]([H])(C(=O)[N+](=O)[O-])[C@]21[H]
exp_1,mol_2023_02_05_0021452_000,[H]ON1NC([H])(N2N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])C([H])([H])C([H])(N([H])[H])SC1([H])[H]
exp_1,mol_2023_02_04_2209063_000,[H]OC([H])([H])N1C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[C@]1([H])C([N-]C1=C([H])C([H])([H])C([H])=C1[H])=[N+]([H])[H]
exp_1,mol_2023_02_04_2136310_000,[H]OC([H])([H])[C@@]([H])(C#N)C([H])(N([H])[H])C([H])(C([H])([H])C#N)C1([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_05_0004440_000,[H]O[C@]([H])(N(C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H])[C@]1([H])OC1([H])[H])C([H])([H])N1c2c([H])c([H])c(Cl)c([H])c21
exp_1,mol_2023_02_04_2235363_000,[H]c1n[s+](C([H])([H])[C@]2(N([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@]3([H])OC3([H])[H])[N-]O2)c(=N)c([H])c1[H]
exp_1,mol_2023_02_04_2138262_000,[H]OC([H])([H])C([H])([H])NC([H])(/C(=[N+](/[H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N-2])[C@@]1(C([H])([H])[H])N([H])C1([H])[H]
exp_1,mol_2023_02_05_0101092_000,[H]N(C(=O)/C(=N/C(=O)C([H])([H])[H])C([H])([H])[H])C(=O)C([H])(C1=NO1)C([H])(NC(=O)N([H])N([H])C(=O)S)C([H])([H])[H]
exp_1,mol_2023_02_04_2138290_000,[H]C1=C(C([H])([H])[H])N([H])[C@@]2(c3c([H])c([H])c([H])c([H])c3C([H])([H])N([H])C(=O)C([H])([H])C(=O)C2([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2225431_000,[H]/[N+](C(=O)C([H])([H])[H])=C(/C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2237003_000,[H]OC(=O)C([H])([H])[C@@]12OC([H])([H])OC([H])([H])C([H])([H])N([H])C([H])([H])OC([H])([H])O[C@]1([H])N([H])C(=S)C(=O)N2[H]
exp_1,mol_2023_02_04_2252492_000,[H]C([H])([H])OC([H])([H])C([H])([H])[C@@]1(C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])O
exp_1,mol_2023_02_04_2158250_000,[H]OC([H])([H])/C(C([H])=C([H])[H])=[N+](/[H])[C@]1([H])C([H])([H])[C@]([N-]C([H])([H])C([H])([H])[H])(C([H])([H])[H])[C@]1([H])N([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2126422_000,[H]C1=NC([H])([H])N([H])[C@]2(OC2([H])[H])[C@@]1([H])C(=O)N([H])[C@@]1([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2357163_000,[H]N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]1([H])C(=O)N2C([H])([H])[C@@]2([H])C([H])([H])NC([H])([H])C1([H])[H]
exp_1,mol_2023_02_04_2147283_000,[H]N1OC2([H])N(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2239100_000,[H]OC(=S)C([H])([H])C([H])([H])N(C(N([H])C1=[N+]([H])C([H])=C([H])C([H])(C([H])([H])[H])[N-]1)=[N+]([H])[H])C([H])([H])OC([H])([H])[H]
exp_1,mol_2023_02_04_2248523_000,[H]N1C(=O)C([H])([H])C(=O)N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[C@@]12[H]
exp_1,mol_2023_02_05_0049242_000,[H]OC([H])([H])[C@]([H])(N(C(=O)OC([H])([H])OC([H])([H])C([H])([H])[H])C1([H])C([H])=C([H])C([H])=C1[H])C1([H])C(=O)C1([H])[H]
exp_1,mol_2023_02_04_2241113_000,[H]OC([H])([H])C([H])([H])C([H])(O[H])C([H])([H])N1C2([H])C(=O)N(C([H])([H])[H])N(C([H])([H])O)/C2=C(\[H])C([H])([H])NC([H])([H])C1([H])[H]
exp_1,mol_2023_02_04_2150571_000,[H]N([H])[C@]1(C([H])([H])C([H])([H])[H])[C@]([H])(N([H])[C@@]2([H])O[C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])[N+]1([H])[H]
exp_1,mol_2023_02_04_2141541_000,[H]O[C@@]1(C([H])([H])N2C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])N([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2250310_000,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])C([H])(Cl)C1([H])C(=S)C1([H])[H]
exp_1,mol_2023_02_04_2331442_000,[H]N[C@]([H])(C([H])([H])N([H])C(=O)N([H])[H])C([H])([H])N(C1([H])C([H])([H])C1([H])[H])[C@]([H])(N([H])[H])C([H])([H])O[H]
exp_1,mol_2023_02_04_2302340_000,[H]OC([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])OC2([H])SC([H])([H])C([H])(C([H])([H])N([H])[H])N([H])C2([H])[C@]1([H])O
exp_1,mol_2023_02_04_2229193_000,[H]C(=O)C1=C(N([H])C(=S)C2([H])N=C([H])N(C([H])([H])[H])N2[H])C([H])([H])N(C([H])=O)C([H])(N([H])C#N)N([H])C1([H])[H]
exp_1,mol_2023_02_04_2216043_000,[H]O[C@@]1([H])C([H])([H])N(C([H])(C([H])([H])OC([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@@]2([H])N(C([H])([H])[H])C2([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2344410_000,[H]N(C(=O)N([H])C([H])([H])[C@]1([H])N([C@@]([H])(N([H])[H])C([H])([H])[H])C1([H])[H])C(=O)C([H])([H])C([H])([H])[C@@]1([H])OC1([H])[H]
exp_1,mol_2023_02_04_2249402_000,[H]OC([H])([H])/C(=C(/C([H])([H])[H])C([H])([H])N(C([H])([H])O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])O[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2141113_000,[H]/C(=C(/SC([H])([H])[H])C1([H])N=C1NC(=O)C([H])([H])[C@]1(C([H])([H])C([H])([H])C([H])([H])[H])C(=O)N1[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2359223_000,[H]C(=C=C([H])C([H])([H])C([H])([H])[C@@]([H])(OOC([H])([H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_1904302_000,[H]NOC1([H])C([H])=NOC([H])([H])/C1=N\OC([H])([H])C([H])([H])N(C(=O)O[H])[C@]([H])(C([H])=O)[C@]1([H])O[C@]1([H])O[H]
exp_1,mol_2023_02_04_2358030_000,[H]c1c([H])c([H])c2c(c1[H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)N([H])C2=O)[C@@]1([H])C([H])([H])[H]
exp_1,mol_2023_02_04_1916151_000,[H]OC([H])([H])/C(C(/N=N/C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])=C([H])[H])=[N+](/[H])C(=O)[O-]
exp_1,mol_2023_02_04_2209473_000,[H]/C(=[N+](/[H])C([H])([H])C(=O)[N@@+]1(C([H])([H])[C@@]2([H])OC2([H])[H])C([H])([H])[N@+]1([H])C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])[H]
exp_1,mol_2023_02_04_2349511_000,[H]OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C1=NC(=O)C([H])([H])C1=C([H])[H]
exp_1,mol_2023_02_04_2158052_000,[H]N1C([H])([H])C([H])([H])[N@+]2(C(=O)[C@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2124011_000,[H]ONNC(=O)C([H])([H])/[N+]([H])=C(\[H])C1([H])OC([H])([H])[C@]2([H])ON2/C(C(=O)[S-])=C(/[H])NC(=O)N1C([H])([H])[H]
exp_1,mol_2023_02_04_2140272_000,[H]N=C1N([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])[H])ON([H])C(=S)C1([H])[H]
exp_1,mol_2023_02_05_0006292_000,[H]OC([H])([H])C([H])([H])[C@]1([H])N([C@]2(O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]1([H])O[H]
exp_1,mol_2023_02_04_2140280_000,[H]C([H])=C(C([H])([H])[H])C([H])(NC1([H])ON1[H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(OC(=O)C([H])([H])C([H])([H])F)C([H])([H])[H]
exp_1,mol_2023_02_04_2341553_000,[H]N([H])OC(=S)NNC([H])([H])N1C([H])([H])[C@@]1([H])N([H])[C@]1([H])N(C(=O)[C@@]2(O)O[C@@]2([H])C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2146043_000,[H]ONC([H])([H])[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])C1([H])C([H])=C([H])C([H])(N([H])C([H])([H])O[H])N([H])NC1([H])[H]
exp_1,mol_2023_02_04_2315560_000,[H]O[C@@]([H])(C(=O)C1=C([H])C([H])=C([H])C1([H])[H])N([H])C([H])([H])[N-]/C(C(=O)N([H])C([H])=[N+]([H])[H])=C(\[H])C([H])([H])[H]
exp_1,mol_2023_02_04_2206312_000,[H]NC1([H])N([H])[C@]([H])(N(C(=O)N([H])[H])C([H])([H])[H])NC([H])([H])C([H])([H])[C@]2([H])N1[C@]2([H])C([H])([H])C(=O)C1=NO1
exp_1,mol_2023_02_04_2205363_000,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])N1N(C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H]
exp_1,mol_2023_02_04_2352233_000,[H]N(O[C@@]1([H])OC1([H])[H])C(=O)C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2338400_000,[H]O[C@@]([H])(OC([H])([H])[H])[C@]1(N([H])[H])C([H])([H])NNC([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
exp_1,mol_2023_02_05_0059052_000,[H]OC([H])([H])N(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C(=O)N/C([H])=C(\C([H])([H])[H])C([H])([H])N([H])[H]
exp_1,mol_2023_02_04_2249343_000,[H]/C(C(=O)C([H])([H])C([H])([H])[H])=[N+](/[H])C([H])([H])N([H])C(=O)[N-]/C1=N/C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1[H]
exp_1,mol_2023_02_04_2245111_000,[H]O[C@@]([H])(/C([H])=[N+](/[H])C(=O)C([H])([H])N([H])[H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_05_0000581_000,[H]O[C@@]1([H])C([H])([H])/C(=N/C([H])([H])C([H])([H])[H])N=C(C([H])([H])C([H])([H])[H])O[C@@]1([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2139483_000,[H]c1c([H])c(NC([H])([H])C2([H])N([H])[C@@]([H])(C(=O)O)C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])N2C3([H])[H])c([H])c([H])c1Cl
exp_1,mol_2023_02_04_2155071_000,[H]N(C([H])([H])[C@@]([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@]([H])(NC(OC([H])([H])[H])=C(Cl)Cl)C([H])([H])O
exp_1,mol_2023_02_04_2347041_000,[H]N=C([H])NC([H])([H])C(=O)[C@]1([H])C([H])=C2OC([H])(C(=O)C([H])([H])N([H])C3([H])C([H])([H])C3([H])[H])N([H])N2C1([H])[H]
exp_1,mol_2023_02_04_2225083_000,[H]C(=O)N1C([H])([H])N([H])c2nc([H])c([H])c(c2[H])O[C@@]2(O)N/C2=N\C([H])(C([H])=C([H])[H])C([H])([H])C1([H])C([H])([H])[H]
exp_1,mol_2023_02_04_2213593_000,[H]C1=C([H])/C2=N\NC(=O)/N=C([H])\C([H])=N\C(=O)NC([H])([H])N([H])C([H])(C([H])([H])C([H])([H])[H])N([H])C2([H])N([H])C1=O
exp_1,mol_2023_02_04_2134553_000,[H]OC([H])([H])/C([H])=N\NC([H])([H])N(C(=O)N([H])C([H])([H])[H])C([H])([H])C1([H])C(=C=O)C([H])([H])N([H])C(=O)C([H])([H])C1([H])[H]
